epoch,train_loss,val_loss,train_one_step,train_rollout,train_pose,eval_vel_mse,eval_pos_mse
1,8.906519994895735,2.715643402786366,3.9614381365600657,2.0792484832154488,0.020985908164324146,nan,nan
2,3.2284767201846596,1.0538412401537738,1.4339889012477567,0.725508238902196,0.015263116176546555,nan,nan
3,1.891268313096281,0.6559488325116412,0.7590289927904011,0.5007053044195201,0.009260566556591748,nan,nan
4,1.3006092144970864,0.47827973764885734,0.46482581082613106,0.34970907110433086,0.006192249780731587,nan,nan
5,1.4564333252185448,0.7312179187093694,0.5186914891263568,0.41263006193457114,0.005486804059128918,3.485035791255355,1.3590856769824364
6,3.597794327331135,0.5872711471641261,1.864939776251612,0.6366672828432954,0.008611569103381922,nan,nan
7,1.8313396738853778,0.924198099123305,0.7405818488150993,0.4383502369927774,0.007964469815493157,nan,nan
8,1.3430788091958916,0.5293796692981201,0.5604000787525578,0.3653452420086381,0.009515028571301954,nan,nan
9,1.3643942144550922,0.581920557281598,0.5093241658344144,0.3871699045167118,0.00878658863242328,nan,nan
10,1.5538737816964303,0.7618781715428748,0.5593747770894676,0.4063096115133932,0.0069583279706638195,0.13406091359321726,1.4264929318920476
11,1.5801170255212071,0.3900759005222191,0.6639691242729652,0.3975956085131251,0.005319818890056136,nan,nan
12,1.985830615207475,1.6941158797001816,0.8439641158681062,0.5303950765586039,0.006970545854472598,nan,nan
13,1.482444443518098,0.8461584133124097,0.6720757571029068,0.39561274675289343,0.008322087033368083,nan,nan
14,1.1548261068854035,0.3550448991698589,0.4466163911272491,0.30260392637378086,0.00676169233354596,nan,nan
15,1.0368218915936955,0.39335106838896394,0.3766125847223219,0.26398331126995367,0.006478225884026171,0.09375118528941793,1.2362944182152562
16,1.4506340814549563,0.2097924622635568,0.5642152665853931,0.3977921877731758,0.00970065477829516,nan,nan
17,0.9952035463956006,0.5697165423510026,0.3870712310370682,0.27233605473335293,0.00541401965156168,nan,nan
18,0.8679036762885289,0.33624743870789847,0.2863089933300819,0.22453981765062653,0.004456959773160192,nan,nan
19,1.3644757953372653,0.43997570382842055,0.4996168218740735,0.3194274937455074,0.005360423676476392,nan,nan
20,0.9591612898475099,0.313324121448806,0.3623318311502914,0.25373525374278305,0.005647325258485687,0.05540588890060466,0.60883287509268
21,0.9667314883111855,0.2533361810115614,0.36966299264675273,0.2548616289927248,0.00569680837154107,nan,nan
22,1.2298618572405136,0.48068786547876774,0.4903981964984567,0.3426071725387547,0.006981006348708525,nan,nan
23,1.0257072328119599,0.20246562545628544,0.39400416749350964,0.3027415272991663,0.006574855050356944,nan,nan
24,1.0955599240623162,1.0683035508189187,0.43247216990928955,0.29456919004907023,0.004847828319783945,nan,nan
25,1.152748829710855,0.3054184118327409,0.4224002908504276,0.3261866309416687,0.0068825175654330314,0.1294060738829941,1.3189960709657536
26,0.6809830932934091,0.19373100605024887,0.2765588860663543,0.19502235651882247,0.004337236481536675,nan,nan
27,0.9257923085121538,0.4126957013001131,0.38504721468806224,0.23174713514783646,0.004383831693607487,nan,nan
28,0.9589097654723548,0.5236742604520277,0.3662947288203885,0.24793114402103972,0.0057139932843400625,nan,nan
29,0.9982917610154959,0.3596349972561798,0.35498802103650445,0.2349929677126632,0.005787663599311721,nan,nan
30,0.8588941484737204,0.265226016441981,0.3252634172638191,0.2222464550784138,0.004637637194120842,0.06297650655799308,1.1731019047327422
31,0.7900657669564392,0.3310215784810607,0.31986275125760205,0.21833532515335127,0.005746754135407265,nan,nan
32,0.8634093214994085,0.47752813162215135,0.3517013927626955,0.23060776480826803,0.004585669145242425,nan,nan
33,1.0799377946057898,0.39067286629486825,0.43456234208504074,0.2883694580614416,0.005666873897978872,nan,nan
34,0.815257075806615,0.23196150288637457,0.2932774990927543,0.21045317038621725,0.0031289541231916064,nan,nan
35,0.887344284749276,0.25107457918143017,0.3240892488579206,0.23706641769286102,0.004928293211623387,0.08719382359334034,1.15463710719058
36,0.6796012900118507,0.2820088929407103,0.29463802362048813,0.17217781217377562,0.003118272577259715,nan,nan
37,0.5986934993262174,0.18024195887083214,0.22502061300736848,0.1653593958838115,0.0032385993973424883,nan,nan
38,0.8763325857053312,0.3464559804651781,0.3615905698544707,0.2141448047516382,0.003367776201259419,nan,nan
39,0.7693632426008021,0.23988518443237355,0.2931199263142427,0.20492483767428615,0.0046675593976574625,nan,nan
40,0.8691634916458816,0.394549745251764,0.3630343180642711,0.22948210452113665,0.004457805401985682,0.09712699347327827,1.557667147093847
41,0.7442180183024895,0.21649738727725745,0.2835903936913224,0.19644236879233373,0.003923508143447426,nan,nan
42,0.6111253273321552,0.4283928017342867,0.21861636301775383,0.16842681731099507,0.004065665913433753,nan,nan
43,0.8609280211232347,0.31468599756674587,0.34046123308739995,0.24010012394751984,0.004862589055175504,nan,nan
44,0.6957238250248261,0.2119721000755262,0.24266999269132977,0.18066865113955724,0.003438136837483075,nan,nan
45,0.6670228057595865,0.2656780458168571,0.2566184369308142,0.17059997873507762,0.0038870535833416364,0.06741968463113392,1.1202426209718777
46,0.6715864884265434,0.22342754133675605,0.24075693666834397,0.16828263520536768,0.003478297018282716,nan,nan
47,0.7230273092198688,0.22005822909932557,0.2461002978308697,0.19521449544933997,0.0032874983425563186,nan,nan
48,0.6361521125312297,0.1927857181044663,0.21660109843377767,0.15913609028122352,0.003123844397164657,nan,nan
49,0.5832270435336502,0.24198502591793924,0.23586211574183444,0.1532173077167114,0.0031369863295928665,nan,nan
50,0.5146434046289656,0.28338797534729987,0.18672525416731664,0.12994576385814044,0.0031287717494305417,0.07417773238026217,0.8669468958346453
51,0.5751885937378837,0.20914183853898266,0.21152713270997484,0.146001955340064,0.0030090074673045247,nan,nan
52,0.5635443224772446,0.18488020475218897,0.2118295895374394,0.14614728138323474,0.0029620846024935115,nan,nan
53,0.7644608085545662,0.4348524218629702,0.3092505440275761,0.18061748266775615,0.0032473638216659515,nan,nan
54,0.6876366835967566,0.22660767234159512,0.265273424700394,0.17313660098107608,0.004408609552558044,nan,nan
55,0.5313830440809717,0.20676702342789885,0.2187657847505464,0.13542652745682573,0.002811972945748737,0.05160821922300447,0.7782556259419918
56,0.6864061503722454,0.25890221346108167,0.2509591331636634,0.18807675685517902,0.0033744367501494566,nan,nan
57,0.5560500069831916,0.3330425762863734,0.2408541414724037,0.1401770038685798,0.002738002437458238,nan,nan
58,0.5860005582038381,0.24462047464008813,0.2525789656665614,0.14341385170087254,0.003755294733920746,nan,nan
59,0.449962621918721,0.12092028864531754,0.18772834036349356,0.10704215587144053,0.0023513959705746463,nan,nan
60,0.5989298992260935,0.2487095522289721,0.22587913591517206,0.13894377552611498,0.002584822939875371,0.05446107184929331,0.8038496815437409
61,0.46821828471596943,0.3874071191768257,0.17757491125541294,0.12130005086205957,0.0025221126594104043,nan,nan
62,0.7896439845598027,0.2052651988840196,0.28315313265358344,0.17900964304109798,0.0038288012643184557,nan,nan
63,0.5140118979599332,0.5885435272337628,0.20736564297450494,0.12571510154818924,0.0031303844426885784,nan,nan
64,0.7598939873742574,0.25800128622872953,0.2924758930722601,0.18033691989951214,0.004490079722685783,nan,nan
65,0.4906065790365921,0.2190379793850743,0.2044795497114329,0.11867150264927247,0.0025910191973461424,0.06996322818258807,0.9900193164084625
66,0.43665491942956974,0.14378344570988005,0.16952223489780718,0.1095540671549941,0.0021801481466066893,nan,nan
67,0.44535486260627943,0.2180836913189457,0.16178617560649747,0.10009820657230936,0.0029902875803015467,nan,nan
68,0.47283159693135385,0.20731527773904151,0.18073934202617115,0.11639150842404278,0.002728446071079847,nan,nan
69,0.3544316784508992,0.27209748549294543,0.12360940187778777,0.08692058307190337,0.0021916286215440885,nan,nan
70,0.5140076572016397,0.13540122159136744,0.16996386093835963,0.12555244577661,0.0026362701090215375,0.10884636311019584,1.2926348050918168
71,0.3901945254906689,0.14855778753120305,0.14778609593456024,0.09554653997649667,0.0023210580907799963,nan,nan
72,0.5262669720078808,0.4729279750637688,0.1813045801985431,0.12535265664876044,0.002812284491233395,nan,nan
73,0.7226348393526308,0.1598133098105995,0.29650998252923877,0.15926865343373767,0.003012207516666595,nan,nan
74,0.49799889727333646,0.12620089248011018,0.19687224192975353,0.11719017869269444,0.0024229261059705264,nan,nan
75,0.4292484092324813,0.36175000974573596,0.17330106193004977,0.09962099264382164,0.0017813837628376148,0.04817813077738763,0.6178521448154661
76,0.5224967129785033,0.12414489398313101,0.2002968319749223,0.11880067943154225,0.0023797680292683998,nan,nan
77,0.27859829082159787,0.10044500389588007,0.09938720841624366,0.067793888815193,0.0018556721169831136,nan,nan
78,0.21478889227928719,0.13475373297553253,0.07721450978101049,0.05442183008503913,0.0012978412774390412,nan,nan
79,0.24477294497507682,0.07308696560105499,0.09964921456533969,0.060266215249395,0.0014239129858502006,nan,nan
80,0.5244483113622512,0.44045420332772856,0.18482724840653122,0.1312338875390827,0.0036398520349996493,0.04921782669941585,0.7785279353022738
81,0.303011670185658,0.1118411112167629,0.11735383582621689,0.08190639618423169,0.0030142322037781965,nan,nan
82,0.416731273495254,0.08697228698445479,0.15633716506145123,0.10183124906281851,0.002493450812834267,nan,nan
83,0.3426778035056478,0.26340815805050793,0.11170672846105924,0.08343497751843897,0.0025522408468443714,nan,nan
84,0.5090137876788025,0.1309654100266791,0.17463021904105605,0.12180831727719833,0.0026104423509903493,nan,nan
85,0.7785846893728192,0.11793245458423339,0.28959940077618324,0.18862693824593044,0.004877437997896916,0.033424678515612365,0.6909460199353368
86,0.36402679363796586,0.13753206038845756,0.14240500350450125,0.08609163430957582,0.002447838680989659,nan,nan
87,0.37788609060897044,0.14143152781866267,0.13735213338964003,0.10065945860095292,0.002982732674476494,nan,nan
88,0.3521064552591046,0.08362621667752344,0.13823604074460422,0.0883299720927532,0.002024798421127612,nan,nan
89,0.34744910513363225,0.2273701020562614,0.12579515420879867,0.08514357422938527,0.001968033715224245,nan,nan
90,0.4111996549853908,0.12396998359551119,0.13181138740781911,0.0945335874186292,0.002766906107881287,0.06023215315724166,0.8264437541181061
91,0.4065672959935064,0.10079178462063837,0.17435864514772795,0.09576370466025562,0.00258019224605363,nan,nan
92,0.4189617029224774,0.22174678648757748,0.15954276372262022,0.10208575530595385,0.0020858493113089208,nan,nan
93,0.5118295215938752,0.13996314062611123,0.19823090262815907,0.12133353703745732,0.0029600972244932435,nan,nan
94,0.4254576968082294,0.3050012901367437,0.17349104157621406,0.10206672269490548,0.0026331873342226165,nan,nan
95,0.3770777568284347,0.1471657522884356,0.15235168976678043,0.08339391678521017,0.0022934977653507414,0.17530119818098622,1.3121033906284625
96,0.31099403057518926,0.1109076235135628,0.12185363507595108,0.07006781017501185,0.0016972282545895032,nan,nan
97,0.42944306867335313,0.2590445579256794,0.1433795572344073,0.09604408859151828,0.0019828442126418595,nan,nan
98,0.45655896487207226,0.19937701274227237,0.16731555686275953,0.1087219048753533,0.002934986172850534,nan,nan
99,0.5193304707471876,0.1634627214340589,0.19933227611852847,0.12230592520104441,0.002753881569769192,nan,nan
100,0.48868149356819246,0.14442556454239827,0.20424773878764077,0.11085069360818373,0.00267491014709631,0.046962650441275844,0.9187100841521374
101,0.5292287029384128,0.3272818044276928,0.1904457848087728,0.11666113355300013,0.0024298929880871944,nan,nan
102,0.5412194153006453,0.28714792517288085,0.2110924147265903,0.14709680506945763,0.002916321920052819,nan,nan
103,0.31927133522222284,0.12430903930995392,0.12588475528355542,0.07803106590858429,0.0018803791381480288,nan,nan
104,0.30360170037633055,0.10652076584749481,0.12165534799201405,0.07088268308690641,0.0016656928754734009,nan,nan
105,0.23542461716010682,0.07467113706066958,0.09197259249988837,0.057468965150252176,0.0014462865013796064,0.0714806180555185,1.3992238603871647
106,0.38012927408486696,0.20270486384362302,0.13935372348326716,0.08770477564595039,0.002085801618755906,nan,nan
107,0.4968529152228772,0.14339839318084763,0.16510553545018197,0.12556819085750645,0.003214867138709322,nan,nan
108,0.5174706558603852,0.2092091203879916,0.20111648564723272,0.12565518959971397,0.0031072449293383427,nan,nan
109,0.3867081075199179,0.14422287689874888,0.14171786858212998,0.09774725095680942,0.0022932732376479427,nan,nan
110,0.3637772998718249,0.10900135427727875,0.14527846416874157,0.08850676492706622,0.0024731475466814854,0.08751479880588114,1.2122547533270698
111,0.3258908936996287,0.11420945988278347,0.13227587294507995,0.08241585745411996,0.0017581468575721374,nan,nan
112,0.3385990230248584,0.14006038173758023,0.11426959430123265,0.07863405873919407,0.002241554112809942,nan,nan
113,0.4270099437080186,0.19375144699687977,0.17469285785423957,0.10081055328166723,0.002692560446992312,nan,nan
114,0.32646897853866286,0.10674009074622619,0.13272482260794483,0.08465601516968883,0.0026735984569137014,nan,nan
115,0.29155791679569004,0.13447252904274026,0.11405009301155712,0.06731125592629901,0.0013716209103871667,0.026466845084120217,0.4917262645899668
116,0.24041259145277588,0.11564449910925244,0.09440594521192311,0.057651672430780156,0.0012874714807611012,nan,nan
117,0.26433108960854096,0.10153721866674859,0.09704979989800736,0.06472242133234234,0.00188617262184407,nan,nan
118,0.32813925382539505,0.20624974135407206,0.12520223085362941,0.07801169094332257,0.0024053989395894622,nan,nan
119,0.5802245152658771,0.18296918756644395,0.2568297965917331,0.14251933898523603,0.0032294330694931385,nan,nan
120,0.3666708327405114,0.14584325818368482,0.1445056376599751,0.09537218025041425,0.00228381011150703,0.038789579044049505,0.8900894995501014
121,0.4527067174289185,0.16057477801661682,0.1990417807273442,0.10588760094730788,0.0022770999472508284,nan,nan
122,0.38807685276867593,0.08933622784644683,0.1428414297985536,0.09348491381912734,0.0020991740927452695,nan,nan
123,0.25801460122687636,0.0733769340105753,0.10514436174363023,0.06123617094323445,0.0014003532006513508,nan,nan
124,0.2008332515292222,0.1318306411291582,0.07308758998923423,0.04815047883405324,0.001216546689976455,nan,nan
