epoch,train_loss,val_loss,train_one_step,train_rollout,train_pose,eval_vel_mse,eval_pos_mse
1,6.876588243200503,1.681334481961062,4.556802002523246,4.57303671294132,0.019829471627836243,nan,nan
2,1.5353660270439413,0.13915306695920676,1.1780824412124318,0.546843712002788,0.002590944266759952,nan,nan
3,0.2754226393224147,0.042176104009973264,0.08279034762559732,0.059724494923448265,0.00038768346107306384,nan,nan
4,0.2065276133760632,0.0277733409297622,0.041048286913925904,0.03373454961051903,0.0002367765077761987,nan,nan
5,0.1870652757577965,0.02224973212613971,0.03140760662374447,0.02861419242330215,0.0002029525457731077,2.88432722890209,0.6999151751638965
6,0.1794033984449234,0.021320988308102983,0.02802424171587376,0.026640896480180556,0.00019473202624707933,nan,nan
7,0.17559693880907087,0.019392647350227787,0.026540836727813762,0.02576560665979619,0.00018612763141994843,nan,nan
8,0.17209598728326736,0.019711669924192897,0.02512062077568793,0.02443702013182066,0.00017167386677620553,nan,nan
9,0.16991932870269705,0.015960769246085603,0.024160685265323504,0.023640004546657437,0.00016338261314193726,nan,nan
10,0.16821131508935142,0.017290892340303954,0.023656623325322083,0.022532794092639256,0.00016853740844517996,0.09180658273999713,0.9676144088521889
11,0.16664357371484115,0.018114825155616777,0.022976169283471185,0.02175011543342865,0.00016321385260861286,nan,nan
12,0.1650194971769785,0.016137153454748525,0.02244246732834423,0.02024313691937989,0.00015571616517165448,nan,nan
13,0.16820258904841465,0.01631413331568473,0.02288426823934205,0.02632941534053771,0.00017633249990221431,nan,nan
14,0.16337138548315194,0.016351010206570003,0.021463119664566314,0.019807840948403245,0.00014989556504389054,nan,nan
15,0.16336852156345866,0.015131125218248448,0.021298681801921543,0.02042610432249209,0.00015359410304231362,0.0755792781984596,0.6785384067450521
16,0.16290022304538826,0.015012916365031522,0.021311238946850757,0.019875300288380363,0.00014810478756605383,nan,nan
17,0.1619142154043475,0.015013018246822465,0.020897279203689154,0.01890106442056388,0.00014826757608092124,nan,nan
18,0.16134270788502572,0.014390101583713694,0.020706226675527697,0.01836299139272041,0.00014203526548799383,nan,nan
19,0.16157836577244417,0.015079491608052092,0.020634529165946443,0.019111001622917276,0.0001483793988737801,nan,nan
20,0.16150271281751052,0.01521683805561068,0.020699627857225723,0.019016005765812166,0.00014203276914724418,0.0634476894408341,0.7724846135103971
21,0.16095070526697644,0.01471913453100785,0.020481674981766437,0.018525143075009392,0.0001410574440819698,nan,nan
22,0.1611618459771844,0.014695661256903922,0.02053918739721445,0.019003732779800726,0.0001440359924633198,nan,nan
23,0.16028688769159843,0.01534449821702916,0.02017057878368283,0.018069347858498095,0.00014716778497352807,nan,nan
24,0.15990796309242702,0.014334230804599802,0.020024637042243835,0.017844616732273718,0.00013456007118669167,nan,nan
25,0.160380709354594,0.014494299924955274,0.020146193225672283,0.018642400412713388,0.00014290775189232342,0.04831431112425126,0.6108435682623081
26,0.16009800604373337,0.014974686299963534,0.020009726302883005,0.018341045141298314,0.00014272133543102386,nan,nan
27,0.15954948987994433,0.014462665824427581,0.0198995714254241,0.017553457180748838,0.00013120141018450456,nan,nan
28,0.15904058466678928,0.014305597578952146,0.019720963485104857,0.016984493150607315,0.0001307520894371259,nan,nan
29,0.15906292231436472,0.014906698552777573,0.01972169392611305,0.017152165776996842,0.000134353670882074,nan,nan
30,0.15919713122687107,0.014933698534475869,0.019642926631071457,0.01766890295740127,0.0001316545440405163,0.08262709974291765,0.8030627495669765
31,0.15882309387733234,0.014704004142722703,0.01969158067157517,0.017005488438359678,0.00012402324289210588,nan,nan
32,0.15859415374733868,0.014255067982772669,0.01955506878746974,0.01690613648120993,0.00013167744840052932,nan,nan
33,0.15842717918496335,0.014761482744033749,0.01951125254791829,0.016651272240193627,0.00012545795108532341,nan,nan
34,0.15853267478004546,0.014138414032572986,0.01956987971272617,0.016842895439595645,0.0001250732880964564,nan,nan
35,0.15850890940978754,0.013688925294946802,0.01954426643737538,0.017009537338041995,0.0001278747000450935,0.07080437291333505,0.6799493935896166
36,0.15820366636369382,0.01458188002373658,0.019454283592622003,0.0165791740062552,0.00012746201798689768,nan,nan
37,0.15847937300818637,0.013631921488199672,0.019460610290731997,0.01720771566010915,0.00013809338304970163,nan,nan
38,0.15819517111066933,0.014240714976612924,0.019417099374281297,0.016787931886768685,0.00012831520127738188,nan,nan
39,0.15799396735943863,0.014270539598361172,0.019395437630351047,0.016499815864306225,0.0001277270692220021,nan,nan
40,0.15815296722828567,0.013666755268028448,0.019404856437100836,0.016780471528076657,0.00012329271546899533,0.06693371706976423,0.6063749766327493
41,0.15804967902461983,0.01436475126983044,0.01932472176254959,0.016849076984540537,0.00013131948125490002,nan,nan
42,0.15797109456448596,0.013826648879525056,0.019318859952516032,0.01666420245565845,0.00013298147323683427,nan,nan
43,0.1577058847716898,0.013604237788144262,0.019313463715011227,0.01622638013818733,0.00012346159062478842,nan,nan
44,0.15778497336127165,0.013775360410925783,0.01930118733462414,0.01645747767320238,0.00012507711103981614,nan,nan
45,0.15744085537579075,0.014263210488384656,0.01916511346106488,0.01605534392515295,0.00012232365708944883,0.07600936785536214,0.6605186694221195
46,0.15753042342882242,0.014232053234468963,0.01913095100421504,0.016315201647597727,0.00012170686344220493,nan,nan
47,0.15738233235673432,0.014011776806676124,0.019085144379550976,0.01621935603569748,0.00012764150440616374,nan,nan
48,0.1577288950411635,0.013894823804973788,0.01924262541258117,0.016608838765774864,0.00012834261954403715,nan,nan
49,0.15647408527213352,0.014331260121008908,0.01901901408129829,0.01517956420761868,0.00011628108053181535,nan,nan
50,0.15640908710679802,0.013595886736857299,0.019062014406648144,0.015248254312982467,0.00011332433361874403,0.05438205456407588,0.5561864350733121
51,0.15613106469410945,0.014148215239465545,0.018989910267341144,0.015052589154064022,0.00011845047626890987,nan,nan
52,0.15581523283861307,0.014012247855840097,0.018915492323226816,0.015132188909837793,0.00011807801433820845,nan,nan
53,0.15563607606144628,0.013812072500904417,0.01886936966361241,0.015062804915179941,0.00011851959876768898,nan,nan
54,0.15545033241351286,0.013628981548787614,0.018874069817303055,0.014910155474031265,0.00012225247446704564,nan,nan
55,0.1553806621056871,0.013154934605425612,0.018888684049132364,0.014886725358112758,0.00012133101844911641,0.043266912521809184,0.6169954178713241
56,0.15530805193147287,0.013245370901400232,0.018850549202052345,0.014892800581443238,0.0001147625182543182,nan,nan
57,0.15532479910922392,0.013793005676609958,0.018886950433283974,0.01499758526505611,0.00011590304257511798,nan,nan
58,0.154789801032955,0.014427364269856172,0.018712042813636587,0.014357106277553097,0.00010583522383030494,nan,nan
59,0.15456944911958084,0.014137493380568505,0.018745037832079123,0.014008409052204563,0.00010772689491602252,nan,nan
60,0.15487012317217605,0.014873870160551497,0.018778547034454657,0.01465333762984995,0.00011052500296101234,0.03315638946473415,0.5041504207257895
61,0.1547265249393681,0.014055610045316809,0.018726512702526617,0.014481224840743892,0.0001072873455281493,nan,nan
62,0.15464964821971217,0.013605334148946184,0.018832333438174358,0.014287190620473051,0.0001004563014661004,nan,nan
63,0.15417507540745934,0.013096813838693053,0.018689229022833487,0.013701871456358254,9.818153012529132e-05,nan,nan
64,0.15425125765103198,0.013860261980304472,0.018684473567947408,0.013922730230666676,0.00010168814207828485,nan,nan
65,0.15415465028761655,0.014051199562894452,0.018634029429700303,0.013867907011877853,0.00010125735264513859,0.033559812258329026,0.5073733657262636
66,0.15431986617235366,0.014248601265416078,0.018690843614666615,0.014086862994021442,0.00010413060699540096,nan,nan
67,0.15405425111235105,0.013196050663129313,0.01856934594917989,0.013865825779981378,9.858613562909798e-05,nan,nan
68,0.15392789676220167,0.013630712477878951,0.018560269702832182,0.013675491135618658,9.377339492188091e-05,nan,nan
69,0.15393466160244298,0.0155730845566567,0.018526440156669342,0.013800598655406797,9.502242738568567e-05,nan,nan
70,0.1540478381936899,0.013058811977240497,0.018601943247599614,0.013924923113270265,9.77795096776288e-05,0.031674697680658406,0.46086460194748113
71,0.1536567334290183,0.014653998145444882,0.018454075290042643,0.0133949247847191,9.495006974654904e-05,nan,nan
72,0.15377780774903752,0.013459220861528925,0.018478322255638276,0.013638249939247933,9.453802800808863e-05,nan,nan
73,0.15374930709576903,0.014118741873480457,0.018486183729975902,0.013585232347420593,8.669989480949648e-05,nan,nan
74,0.1536613818851334,0.014131760996785847,0.01841649994739896,0.013562684076263229,8.980217088271552e-05,nan,nan
75,0.15348982468241626,0.013514221975423958,0.018309932150506802,0.013431720250532134,8.934184478371863e-05,0.03028837358862985,0.41633478817089153
76,0.15362085326066374,0.013468964731139045,0.018385858240201232,0.013554436494688528,9.322105116438766e-05,nan,nan
77,0.1541979120039861,0.013623906191166857,0.018574133392565115,0.014262368333284597,9.434426880960832e-05,nan,nan
78,0.15332639313785187,0.014821326858067634,0.01833408205661867,0.013070296472544624,7.927842542835485e-05,nan,nan
79,0.15327182255946428,0.012966550754659707,0.018248743006541095,0.013164595488812509,8.781567944302899e-05,nan,nan
80,0.15299772022949432,0.014245027183184891,0.01817435646397457,0.012799292735378111,8.236950794869944e-05,0.036538250235550046,0.49559929244332857
81,0.15286214588058858,0.013165726877978743,0.018090959115583356,0.012719868994769474,8.248261072462724e-05,nan,nan
82,0.15271464809189697,0.013189836534434837,0.018027221511297216,0.012558110125939747,7.755164407698492e-05,nan,nan
83,0.1529343458611161,0.012920214068253168,0.01795794114277226,0.01317334861942958,8.522231197748331e-05,nan,nan
84,0.15272284441717593,0.012500859898086492,0.017904347805326393,0.012838842273209448,8.255197875523722e-05,nan,nan
85,0.15264876875485386,0.014135699439805138,0.017813295343336834,0.012839289023399302,8.057782805418468e-05,0.03305921679271215,0.38485364701516545
86,0.1528261618734273,0.01289733059436062,0.01785867695234601,0.013126805247285375,8.91878650680851e-05,nan,nan
87,0.15258639623230702,0.013684218316608217,0.017826405850802293,0.012736690412150593,8.141261510566614e-05,nan,nan
88,0.1525275197392375,0.013032240787480503,0.017708908497551093,0.012809682526545414,8.640435170046829e-05,nan,nan
89,0.1524973128533265,0.012839433365961694,0.017668843164052584,0.012861142827352979,8.317760366752633e-05,nan,nan
90,0.15270713395214167,0.013924615351194507,0.017771912540860378,0.01303305529465643,7.994281618142132e-05,0.023975163232493407,0.3302639697222027
