epoch,train_loss,val_loss,eval_vel_mse,eval_pos_mse
1,4.391151735908131,0.9751475459703158,nan,nan
2,0.3984919337511283,0.12000191300036234,nan,nan
3,0.07418406095814359,0.04889163244733576,nan,nan
4,0.03762443259787959,0.03040731029285983,nan,nan
5,0.02629640713445316,0.023164516020111964,6.452280285330911,1.3101976109848723
6,0.021479966104054175,0.019553105300241826,nan,nan
7,0.018935894775322808,0.01773441237022424,nan,nan
8,0.017397234664407703,0.01650806440317024,nan,nan
9,0.016348704718891677,0.015472710716374467,nan,nan
10,0.015592998501151324,0.01498495109620575,108.30566873338466,1.591875033544445
11,0.015023795731450853,0.014322365367473494,nan,nan
12,0.014581215774001453,0.01396738531764634,nan,nan
13,0.014238554377644706,0.013602192323695778,nan,nan
14,0.013909938476392917,0.013257129201082532,nan,nan
15,0.013640371507407193,0.012993807312109662,85.42162540602861,2.1424004623338484
16,0.013438607574470967,0.01291706341038749,nan,nan
17,0.013218964527394869,0.01258136069611256,nan,nan
18,0.01303729766393147,0.012487175241997864,nan,nan
19,0.01290868240696391,0.012338603064354935,nan,nan
20,0.012806257156289193,0.012653344022246023,15.92909444955773,1.6970523651359684
21,0.012665328668935837,0.012529976699560137,nan,nan
22,0.01254752985146085,0.012066592186985477,nan,nan
23,0.012424967584317203,0.011864162204134951,nan,nan
24,0.01235951623181449,0.0120742103540305,nan,nan
25,0.012270519232217201,0.011685630925760858,0.12045650423330749,1.247370004808236
26,0.012209411492017219,0.01151304915402466,nan,nan
27,0.012087151216234559,0.0114782153305932,nan,nan
28,0.011893701416795348,0.011823661377979909,nan,nan
29,0.011833399055471393,0.011352698839699912,nan,nan
30,0.011749604212132107,0.012232863482136376,0.12481023510562206,1.597698561360246
31,0.01166855714507372,0.011332686598357764,nan,nan
32,0.011609239259683777,0.01164615557573627,nan,nan
33,0.01156190966361479,0.0117095695626444,nan,nan
34,0.011425565905979242,0.011890204028894683,nan,nan
35,0.011353025398966238,0.011847069295734964,0.7092324116860237,0.9726392067468563
36,0.011234501361196502,0.011481815323688763,nan,nan
37,0.011200561416242918,0.011056803427695034,nan,nan
38,0.011198423743367207,0.010769821618849996,nan,nan
39,0.010996780693100684,0.010845581435389164,nan,nan
40,0.01108397003673118,0.01079854312768567,0.07115454946340216,1.0156502445127904
41,0.01088295434768229,0.011073591498917092,nan,nan
42,0.010997769942920975,0.011013037507257031,nan,nan
43,0.010867679524839143,0.010912567004943344,nan,nan
44,0.010870059826354268,0.010358107180050771,nan,nan
45,0.010628790675690341,0.010803848456100712,0.05538469356586355,0.9096313093769307
46,0.010649169856922209,0.010383409488238075,nan,nan
47,0.010613515736260256,0.010722503572612094,nan,nan
48,0.010599453817873677,0.01080959863359107,nan,nan
49,0.010585033601939377,0.010789135948217576,nan,nan
50,0.010464817535561223,0.010305422736596244,0.11909819096391766,0.7906342800367284
51,0.010503305391887756,0.010385049863948389,nan,nan
52,0.010441503743267267,0.01159766826759779,nan,nan
53,0.010367798976883344,0.010238732714639572,nan,nan
54,0.01038552544845393,0.010559457511901802,nan,nan
55,0.010323234061015608,0.010037474184280288,0.06348551442483083,0.8820355535019455
56,0.010329867591711235,0.01090191846245909,nan,nan
57,0.010216884511318282,0.010081969450037294,nan,nan
58,0.010213443463670074,0.010397884457305518,nan,nan
59,0.010289029566457138,0.010312828618876736,nan,nan
60,0.010277195711569704,0.010107634688712168,0.10296512128757118,0.765816340796877
61,0.010093400366128045,0.009983479474204906,nan,nan
62,0.010177080549814243,0.010338033184754217,nan,nan
63,0.009937684412187137,0.010075635592324115,nan,nan
64,0.010089306145605501,0.009944487039086064,nan,nan
65,0.009975710771605462,0.010410160603260745,0.07456173670745313,0.8713970221280403
66,0.009956525077307399,0.009985835467016016,nan,nan
67,0.010029980978193638,0.010375644371386187,nan,nan
68,0.009919521019463619,0.01009617711267642,nan,nan
69,0.009956143330695284,0.009632966561970158,nan,nan
70,0.009820691832632091,0.009740812469254935,0.08358325113863502,0.7731937955395612
71,0.009828233304935393,0.011151788673239951,nan,nan
72,0.009881604648220394,0.009756101709903419,nan,nan
73,0.009789420981742453,0.010210529983368527,nan,nan
74,0.00974980873213793,0.010167974980707307,nan,nan
75,0.009779547976573606,0.009685662608708727,1.757404398014328,0.9087594234277566
76,0.00973644452472082,0.009590946928085877,nan,nan
77,0.009677047074830006,0.009928811577696565,nan,nan
78,0.009708972544616497,0.009782808215574496,nan,nan
79,0.009624931520761368,0.009700813981321483,nan,nan
80,0.009577605008523615,0.009858191802168986,10.575097229832272,0.9912575369421539
81,0.009570555661706698,0.010134252593716099,nan,nan
82,0.009542060150017533,0.00959972539764316,nan,nan
83,0.009484652361284809,0.009294248267265959,nan,nan
84,0.009507703076743621,0.010022031856430514,nan,nan
85,0.009575590287539185,0.00985462650339482,14.836361647028998,1.1182353388427457
86,0.009564061535340066,0.009573299353738959,nan,nan
87,0.0094157633570327,0.010184553182919664,nan,nan
88,0.009441890129133795,0.00941250681968797,nan,nan
89,0.009419664802594029,0.009678169946675887,nan,nan
90,0.009447764738907521,0.009492746762742183,20.29279488115999,1.309976863317978
91,0.009383759963512102,0.009489793502519536,nan,nan
92,0.009326752383041152,0.009637777450882117,nan,nan
93,0.009344114138079998,0.009914140518048844,nan,nan
94,0.009393446922899147,0.009799437927192938,nan,nan
95,0.009346325677486826,0.009625523306762779,31.09945345987917,1.0095031019197298
96,0.009297289386232479,0.009343746618393904,nan,nan
97,0.00930738772037881,0.009953534057883504,nan,nan
98,0.009305985660173563,0.00935116877365768,nan,nan
99,0.009287029977014883,0.009620454293896897,nan,nan
100,0.009303876203396342,0.009346569138102232,0.3105112428574231,1.0279818684938271
101,0.009264202975315819,0.010002445043936891,nan,nan
102,0.009252408061052425,0.009459019653032285,nan,nan
103,0.009185703621963614,0.009344589142292825,nan,nan
104,0.009266098895383254,0.009662202961747147,nan,nan
105,0.009242629346971024,0.00958131942281347,12.267872063221896,0.9192855111145167
106,0.009257966115458769,0.009470057938624897,nan,nan
107,0.009266853071712267,0.010664688723139125,nan,nan
108,0.00912430652080824,0.009384389552568019,nan,nan
109,0.009212542467032266,0.009223932657411501,nan,nan
110,0.009151510980056916,0.009584900959692657,57.56951311121909,0.6941267800048976
111,0.009139964428223747,0.009389274458597144,nan,nan
112,0.009174117729883175,0.009313050556695172,nan,nan
113,0.009125137982732297,0.009336460802307349,nan,nan
114,0.00910795920417214,0.009701703681437874,nan,nan
115,0.009097196184475253,0.00946451621670413,208.06000942126266,1.5897637091760535
116,0.009059862736041919,0.009260870713045044,nan,nan
117,0.009014195193319382,0.009243650944941012,nan,nan
118,0.00902048230398162,0.009560224438550521,nan,nan
119,0.008978736416275649,0.00919601094567868,nan,nan
120,0.008999021502874242,0.009408873107907511,332.2995842839913,0.9927330211703016
121,0.008954360193073116,0.009451074457866998,nan,nan
122,0.008978582415401755,0.009064925404146678,nan,nan
123,0.008982532839284432,0.009270841347950259,nan,nan
124,0.008883815623429716,0.010119830577318292,nan,nan
125,0.008953769936269567,0.009318754969189666,421.41317668730017,1.096279367844755
126,0.00891744819043367,0.009341558184791026,nan,nan
127,0.00882996596232241,0.009947966794067632,nan,nan
128,0.008871366350552523,0.00926521388436876,nan,nan
129,0.008895508809055444,0.009725392587054281,nan,nan
130,0.00886665424511752,0.00920273453897415,490.1726148367863,0.8718789786398097
131,0.00889426136421127,0.009505583153312621,nan,nan
132,0.008833996605750813,0.00960556787884975,nan,nan
133,0.0088550828512176,0.009177321543531321,nan,nan
134,0.008874282620208887,0.009266944885201786,nan,nan
135,0.008858478322883572,0.00943486922372372,625.9781447261989,0.8636838559325898
136,0.008852195145760543,0.009337319130748116,nan,nan
137,0.008828558876104297,0.00917486120406289,nan,nan
138,0.008805770377350848,0.00930983823378229,nan,nan
139,0.008897858887743894,0.009205886674365301,nan,nan
140,0.008816025347353205,0.009100235470514122,539.4395207853785,0.8595120801416773
141,0.008790883145263207,0.009406867370397183,nan,nan
142,0.008758087815505331,0.009169151364713224,nan,nan
143,0.008788118299542451,0.008949750031614969,nan,nan
144,0.008768202572246815,0.009114811309701916,nan,nan
145,0.008762039615166303,0.009371535430530122,460.8961104920481,0.7489916472173747
